HMDB_ID,compound_name,Molecular_Formula,MonoisotopicMass,smiles,inchikey
HMDB0001924,Atenolol,C14H22N2O3,266.1630426,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,METKIMKYRPQLGS-UHFFFAOYSA-N
HMDB0000056,beta-Alanine,C3H7NO2,89.04767846,NCCC(O)=O,UCMIRNVEIXFBKS-UHFFFAOYSA-N
HMDB0012897,beta-Carboline,C11H8N2,168.0687483,N1C2=CC=CC=C2C2=CC=NC=C12,AIFRHYZBTHREPW-UHFFFAOYSA-N
HMDB0041011,beta-Cyclocitral,C10H16O,152.1201151,CC1=C(C=O)C(C)(C)CCC1,MOQGCGNUWBPGTQ-UHFFFAOYSA-N
HMDB0003449,beta-D-Galactose,C6H12O6,180.0633881,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,WQZGKKKJIJFFOK-FPRJBGLDSA-N
HMDB0002520,beta-Glycerophosphoric_acid,C3H9O6P,172.0136746,OCC(CO)OP(O)(O)=O,DHCLVCXQIBBOPH-UHFFFAOYSA-N
HMDB0013222,Beta-Guanidinopropionic_acid,C4H9N3O2,131.0694765,NC(=N)NCCC(O)=O,KMXXSJLYVJEBHI-UHFFFAOYSA-N
HMDB0000043,Betaine,C5H12NO2,118.086255,C[N+](C)(C)CC(O)=O,KWIUHFFTVRNATP-UHFFFAOYSA-O
HMDB0041627,beta-Lactose,C12H22O11,342.116211,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,GUBGYTABKSRVRQ-DCSYEGIMSA-N
HMDB0000803,beta-N-Acetylglucosamine,C8H15NO6,221.0899372,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-FMDGEEDCSA-N
HMDB0029412,Betonicine,C7H13NO3,159.0895433,C[N+]1(C)C[C@H](O)C[C@H]1C([O-])=O,MUNWAHDYFVYIKH-RITPCOANSA-N
C01558,bile_acid,C24H40O5,408.2876,CC(CCC(=O)O)C1CCC2C3C(C[C@H](O)C12C)C1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,BHQCQFFYRZLCQQ-UMZBRFQRSA-N
HMDB0000054,Bilirubin,C33H36N4O6,584.2634849,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1,BPYKTIZUTYGOLE-IFADSCNNSA-N
HMDB0001008,Biliverdin,C33H34N4O6,582.2478348,CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(N1)\C=C1/N=C(/C=C2\NC(=O)C(C=C)=C2C)C(C)=C1CCC(O)=O,QBUVFDKTZJNUPP-BBROENKCSA-N
HMDB0003134,Biocytin,C16H28N4O4S,372.1831264,[H][C@]12CS[C@@H](CCCCC(=O)NCCCC[C@H](N)C(O)=O)[C@@]1([H])NC(=O)N2,BAQMYDQNMFBZNA-MNXVOIDGSA-N
HMDB0000030,Biotin,C10H16N2O3S,244.0881634,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,YBJHBAHKTGYVGT-ZKWXMUAHSA-N
HMDB0031317,Bis(methylthio)methane,C3H8S2,108.0067423,CSCSC,LOCDPORVFVOGCR-UHFFFAOYSA-N
HMDB0003543,Butanal,C4H8O,72.05751488,CCCC=O,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
HMDB0000474,Butanone,C4H8O,72.05751488,CCC(C)=O,ZWEHNKRNPOVVGH-UHFFFAOYSA-N
HMDB0000039,Butyric_acid,C4H8O2,88.0524295,CCCC(=O)O,FERIUCNNQQJTOY-UHFFFAOYSA-N
HMDB0002322,Cadaverine,C5H14N2,102.1156984,NCCCCCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N
HMDB0001964,Caffeic_acid,C9H8O4,180.0422587,OC(=O)\C=C\C1=CC(O)=C(O)C=C1,QAIPRVGONGVQAS-DUXPYHPUSA-N
HMDB0060564,Carboxy-ibuprofen,C13H16O4,236.104859,CC(CC1=CC=C(C=C1)C(C)C(O)=O)C(O)=O,DIVLBIVDYADZPL-UHFFFAOYSA-N
HMDB0015673,Carglumic_acid,C6H10N2O5,190.0589714,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,LCQLHJZYVOQKHU-VKHMYHEASA-N
HMDB0000033,Carnosine,C9H14N4O3,226.1065903,NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,CQOVPNPJLQNMDC-ZETCQYMHSA-N
HMDB0002780,Catechin,C15H14O6,290.0790382,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,PFTAWBLQPZVEMU-DZGCQCFKSA-N
HMDB0000921,Cholestenone,C27H44O,384.339216,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,NYOXRYYXRWJDKP-GYKMGIIDSA-N
HMDB0000097,Choline,C5H14NO,104.1069905,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N
HMDB0011747,Ciliatine,C2H8NO3P,125.0241797,NCCP(O)(O)=O,QQVDJLLNRSOCEL-UHFFFAOYSA-N
HMDB0000451,cis-4-Hydroxycyclohexylacetic_acid,C8H14O3,158.0942943,OC1CCC(CC(O)=O)CC1,ALTAAUJNHYWOGS-UHFFFAOYSA-N
HMDB0000072,cis-Aconitic_acid,C6H6O6,174.0164379,O=C(O)/C=C(/CC(=O)O)C(=O)O,GTZCVFVGUGFEME-IWQZZHSRSA-N
C16441,cis-Zeatin_riboside_monophosphate,C15H22N5O8P,431.1206,C/C(=C/CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)/CO,IRILMCCKFANGJQ-BAJUWZQUSA-N
HMDB0012203,cis-Zeatin-O-glucoside,C16H23N5O6,381.1648,C/C(=C/CNC1=NC=NC2=C1NC=N2)/CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,UUPDCCPAOMDMPT-MTQUCLQASA-N
HMDB0000634,Citraconic_acid,C5H6O4,130.0266087,C\C(=C\C(O)=O)C(O)=O,HNEGQIOMVPPMNR-IHWYPQMZSA-N
HMDB0000426,Citramalic_acid,C5H8O5,148.0371734,CC(O)(CC(O)=O)C(O)=O,XFTRTWQBIOMVPK-UHFFFAOYSA-N
HMDB0000094,Citric_acid,C6H8O7,192.0270026,OC(=O)CC(O)(CC(O)=O)C(O)=O,KRKNYBCHXYNGOX-UHFFFAOYSA-N
HMDB0000904,Citrulline,C6H13N3O3,175.0956913,N[C@@H](CCCNC(N)=O)C(O)=O,RHGKLRLOHDJJDR-BYPYZUCNSA-N
HMDB0004995,Codeine,C18H21NO3,299.1521435,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,OROGSEYTTFOCAN-DNJOTXNNSA-N
HMDB0000015,Cortexolone,C21H30O4,346.2144094,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,WHBHBVVOGNECLV-OBQKJFGGSA-N
HMDB0003128,Cortolone,C21H34O5,366.2406242,[H][C@@]12CC[C@](O)([C@@H](O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,JXCOSKURGJMQSG-AZQJGLEESA-N
HMDB0000064,Creatine,C4H9N3O2,131.0694765,CN(CC(O)=O)C(N)=N,CVSVTCORWBXHQV-UHFFFAOYSA-N
HMDB0000562,Creatinine,C4H7N3O,113.0589118,CN1CC(=O)NC1=N,DDRJAANPRJIHGJ-UHFFFAOYSA-N
HMDB0030180,Crustecdysone,C27H44O7,480.3087037,[H][C@@]1(CC[C@@]2(O)C3=CC(=O)[C@]4([H])C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@@](C)(O)[C@H](O)CCC(C)(C)O,NKDFYOWSKOHCCO-YPVLXUMRSA-N
HMDB0030653,Cryptochlorogenic_acid,C16H18O9,354.0950822,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O,GYFFKZTYYAFCTR-JUHZACGLSA-N
HMDB0000058,Cyclic_AMP,C10H12N5O6P,329.0525197,[H][C@@]12COP(O)(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C=NC2=C1N=CN=C2N,IVOMOUWHDPKRLL-KQYNXXCUSA-N
HMDB0094673,Cyclo(Leu-Phe),C15H20N2O2,260.1524779,[H][C@@]1(CC(C)C)N=C(O)[C@]([H])(CC2=CC=CC=C2)N=C1O,QPDMOMIYLJMOQJ-STQMWFEESA-N
HMDB0000731,Cysteine-S-sulfate,C3H7NO5S2,200.9765643,N[C@@H](CSS(O)(=O)=O)C(O)=O,NOKPBJYHPHHWAN-REOHCLBHSA-N
HMDB0000078,Cysteinylglycine,C5H10N2O3S,178.0412132,N[C@@H](CS)C(=O)NCC(O)=O,ZUKPVRWZDMRIEO-VKHMYHEASA-N
HMDB0000089,Cytidine,C9H13N3O5,243.0855205,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UHDGCWIWMRVCDJ-XVFCMESISA-N
HMDB0011691,"Cytidine_2',3'-cyclic_phosphate",C9H12N3O7P,305.0412864,NC1=NC(=O)N(C=C1)C1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12,NMPZCCZXCOMSDQ-ZRTZXPPTSA-N
HMDB0240312,Cytidine_3'-monophosphate,C9H14N3O8P,323.051851,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]1O,UOOOPKANIPLQPU-XVFCMESISA-N
HMDB0000095,Cytidine_monophosphate,C9H14N3O8P,323.051851,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,IERHLVCPSMICTF-XVFCMESISA-N
HMDB0000630,Cytosine,C4H5N3O,111.0432618,NC1=CC=NC(=O)N1,OPTASPLRGRRNAP-UHFFFAOYSA-N
HMDB0000606,D-2-Hydroxyglutaric_acid,C5H8O5,148.0371734,O[C@H](CCC(O)=O)C(O)=O,HWXBTNAVRSUOJR-GSVOUGTGSA-N
HMDB0003312,Daidzein,C15H10O4,254.0579088,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N
HMDB0001310,D-Alanine,C3H7NO2,89.04767846,C[C@@H](N)C(O)=O,QNAYBMKLOCPYGJ-UWTATZPHSA-N
HMDB0000650,D-alpha-Aminobutyric_acid,C4H9NO2,103.0633285,CC[C@@H](N)C(O)=O,QWCKQJZIFLGMSD-GSVOUGTGSA-N
HMDB0029942,D-Arabinose,C5H10O5,150.0528234,O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O,SRBFZHDQGSBBOR-SQOUGZDYSA-N
HMDB0000568,D-Arabitol,C5H12O5,152.0684735,OC[C@@H](O)C(O)[C@H](O)CO,HEBKCHPVOIAQTA-QWWZWVQMSA-N
HMDB0006483,D-Aspartic_acid,C4H7NO4,133.0375077,N[C@H](CC(O)=O)C(O)=O,CKLJMWTZIZZHCS-UWTATZPHSA-N
HMDB0001202,dCMP,C9H14N3O7P,307.0569364,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,NCMVOABPESMRCP-SHYZEUOFSA-N
HMDB0011623,Decanal,C10H20O,156.1514153,CCCCCCCCCC=O,KSMVZQYAVGTKIV-UHFFFAOYSA-N
HMDB0011624,Decyl_alcohol,C10H22O,158.1670653,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N
HMDB0001032,Dehydroepiandrosterone_sulfate,C19H28O5S,368.165745,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O,CZWCKYRVOZZJNM-USOAJAOKSA-N
HMDB0000453,delta-Hexanolactone,C6H10O2,114.0680796,CC1CCCC(=O)O1,RZTOWFMDBDPERY-UHFFFAOYSA-N
HMDB0000101,Deoxyadenosine,C10H13N5O3,251.1018393,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC=N1,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
HMDB0000905,Deoxyadenosine_monophosphate,C10H14N5O6P,331.0681698,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,KHWCHTKSEGGWEX-RRKCRQDMSA-N
HMDB0000626,Deoxycholic_acid,C24H40O4,392.2926598,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,KXGVEGMKQFWNSR-LLQZFEROSA-N
HMDB0000631,Deoxycholic_acid_glycine_conjugate,C26H43NO5,449.3141235,[H][C@]12CCC3C4CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)[C@@H](O)CC3[C@@]1(C)CC[C@@H](O)C2,WVULKSPCQVQLCU-ZMBDPXIHSA-N
HMDB0000014,Deoxycytidine,C9H13N3O4,227.0906059,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
HMDB0000085,Deoxyguanosine,C10H13N5O4,267.0967539,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,YKBGVTZYEHREMT-KVQBGUIXSA-N
HMDB0000071,Deoxyinosine,C10H12N4O4,252.0858549,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,VGONTNSXDCQUGY-RRKCRQDMSA-N
HMDB0003224,Deoxyribose,C5H10O4,134.0579088,OC[C@@H]1O[C@H](O)C[C@H]1O,PDWIQYODPROSQH-WISUUJSJSA-N
HMDB0000012,Deoxyuridine,C9H12N2O5,228.0746215,OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O,MXHRCPNRJAMMIM-SHYZEUOFSA-N
HMDB0002199,Desaminotyrosine,C9H10O3,166.0629942,OC(=O)CCC1=CC=C(O)C=C1,NMHMNPHRMNGLLB-UHFFFAOYSA-N
HMDB0000660,D-Fructose,C6H12O6,180.0633881,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,RFSUNEUAIZKAJO-ARQDHWQXSA-N
HMDB0029196,D-Fucose,C6H12O5,164.0684735,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,SHZGCJCMOBCMKK-PHYPRBDBSA-N
HMDB0000143,D-Galactose,C6H12O6,180.0633881,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,WQZGKKKJIJFFOK-PHYPRBDBSA-N
HMDB0000122,D-Glucose,C6H12O6,180.0633881,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-VFUOTHLCSA-N
HMDB0000127,D-Glucuronic_acid,C6H10O7,194.0426527,O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,AEMOLEFTQBMNLQ-WAXACMCWSA-N
HMDB0003339,D-Glutamic_acid,C5H9NO4,147.0531578,N[C@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-GSVOUGTGSA-N
HMDB0003407,Diacetyl,C4H6O2,86.03677943,CC(=O)C(C)=O,QSJXEFYPDANLFS-UHFFFAOYSA-N
HMDB0001370,Diaminopimelic_acid,C7H14N2O4,190.0953569,N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O,GMKMEZVLHJARHF-WHFBIAKZSA-N
HMDB0251173,Dibutyl_succinate,C12H22O4,230.1518092,CCCCOC(=O)CCC(=O)OCCCC,YUXIBTJKHLUKBD-UHFFFAOYSA-N
HMDB0060472,Didemethylcitalopram,C18H17FN2O,296.1324914,NCCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,RKUKMUWCRLRPEJ-UHFFFAOYSA-N
HMDB0094660,Diethyl_phthalic_acid,C12H14O4,222.0892089,CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N
HMDB0031253,Dihydro-2(3H)-thiophenone,C4H6OS,102.0139358,O=C1CCCS1,KMSNYNIWEORQDJ-UHFFFAOYSA-N
HMDB0033840,Dihydro-5-methyl-2(3H)-furanone,C5H8O2,100.0524295,CC1CCC(=O)O1,GAEKPEKOJKCEMS-UHFFFAOYSA-N
HMDB0031681,Dihydro-5-propyl-2(3H)-furanone,C7H12O2,128.0837296,CCCC1CCC(=O)O1,VLSVVMPLPMNWBH-UHFFFAOYSA-N
HMDB0000038,Dihydrobiopterin,C9H13N5O3,239.1018393,C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O,FEMXZDUTFRTWPE-DZSWIPIPSA-N
HMDB0062121,Dihydroferulic_acid,C10H12O4,196.0735589,COC1=CC(CCC(O)=O)=CC=C1O,BOLQJTPHPSDZHR-UHFFFAOYSA-N
HMDB0000079,Dihydrothymine,C5H8N2O2,128.0585775,C[C@H]1CNC(=O)NC1=O,NBAKTGXDIBVZOO-VKHMYHEASA-N
HMDB0000076,Dihydrouracil,C4H6N2O2,114.0429274,O=C1CCNC(=O)N1,OIVLITBTBDPEFK-UHFFFAOYSA-N
HMDB0001882,Dihydroxyacetone,C3H6O3,90.03169405,OCC(=O)CO,RXKJFZQQPQGTFL-UHFFFAOYSA-N
C00975,Dihydroxyfumarate,C4H4O6,148.0008,C(=C(/C(=O)O)\O)(\C(=O)O)/O,BZCOSCNPHJNQBP-OWOJBTEDSA-N
HMDB0012215,Dihydrozeatin,C10H15N5O,221.1277,C[C@@H](CCNC1=NC=NC2=C1NC=N2)CO,XXFACTAYGKKOQB-ZETCQYMHSA-N
C16447,Dihydrozeatin_riboside,C15H23N5O5,353.1699,CC(CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)CO,DBVVQDGIJAUEAZ-YXYADJKSSA-N
C16445,Dihydrozeatin_riboside_monophosphate,C15H24N5O8P,433.1362,CC(CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)CO,PHZVBJISZSHIRV-YXYADJKSSA-N
C16448,Dihydrozeatin-O-glucoside,C16H25N5O6,383.1805,CC(CCNC1=NC=NC2=C1NC=N2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,QRZHDHJUYBONQQ-UFZVAZPKSA-N
HMDB0014487,Diltiazem,C22H26N2O4S,414.1613283,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,HSUGRBWQSSZJOP-RTWAWAEBSA-N
HMDB0033837,Dimethyl_succinate,C6H10O4,146.0579088,COC(=O)CCC(=O)OC,MUXOBHXGJLMRAB-UHFFFAOYSA-N
HMDB0000092,Dimethylglycine,C4H9NO2,103.0633285,CN(C)CC(O)=O,FFDGPVCHZBVARC-UHFFFAOYSA-N
HMDB0002001,Dimethylmalonic_acid,C5H8O4,132.0422587,CC(C)(C(O)=O)C(O)=O,OREAFAJWWJHCOT-UHFFFAOYSA-N
HMDB0002303,Dimethylsulfide,C2H6S,62.01902119,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N
HMDB0000991,DL-2-Aminooctanoic_acid,C8H17NO2,159.1259288,CCCCCCC(N)C(O)=O,AKVBCGQVQXPRLD-UHFFFAOYSA-N
HMDB0003405,D-Lysine,C6H14N2O2,146.1055277,NCCCC[C@@H](N)C(O)=O,KDXKERNSBIXSRK-RXMQYKEDSA-N
HMDB0031518,D-Malic_acid,C4H6O5,134.0215233,O=C(O)C[C@@H](O)C(=O)O,BJEPYKJPYRNKOW-UWTATZPHSA-N
HMDB0000163,D-Maltose,C12H22O11,342.1162115,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,GUBGYTABKSRVRQ-DKBJLJRDSA-N
HMDB0000169,D-Mannose,C6H12O6,180.0633881,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-PQMKYFCFSA-N
HMDB0000073,Dopamine,C8H11NO2,153.0789786,NCCC1=CC(O)=C(O)C=C1,VYFYYTLLBUKUHU-UHFFFAOYSA-N
HMDB0001229,Dopaquinone,C9H9NO4,195.0531578,N[C@@H](CC1=CC(=O)C(=O)C=C1)C(O)=O,AHMIDUVKSGCHAU-LURJTMIESA-N
HMDB0003374,D-Ornithine,C5H12N2O2,132.0898776,NCCC[C@@H](N)C(O)=O,AHLPHDHHMVZTML-SCSAIBSYSA-N
HMDB0000563,D-Phenyllactic_acid,C9H10O3,166.0629942,[H][C@](O)(CC1=CC=CC=C1)C(O)=O,VOXXWSYKYCBWHO-QMMMGPOBSA-N
HMDB0034219,D-Pinitol,C7H14O6,194.0790382,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,DSCFFEYYQKSRSV-KLJZZCKASA-N
No_result,D-Prephenyllactate,C13H14O8,298.0689,C[C@H](C(=O)OC1C=CC(C=C1)(CC(=O)C(=O)O)C(=O)O)O,LNGMWZFHTXFDNM-UYVLXELHSA-N
HMDB0000283,D-Ribose,C5H10O5,150.0528234,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,HMFHBZSHGGEWLO-SOOFDHNKSA-N
HMDB0001548,D-Ribose_5-phosphate,C5H11O8P,230.0191539,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,KTVPXOYAKDPRHY-AIHAYLRMSA-N
HMDB0000621,D-Ribulose,C5H10O5,150.0528234,OC[C@@]1(O)OC[C@@H](O)[C@H]1O,LQXVFWRQNMEDEE-UOWFLXDJSA-N
HMDB0004136,D-Threitol,C4H10O4,122.0579088,OC[C@@H](O)[C@H](O)CO,UNXHWFMMPAWVPI-QWWZWVQMSA-N
HMDB0001874,D-threo-Isocitric_acid,C6H8O7,192.0270026,O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O,ODBLHEXUDAPZAU-ZAFYKAAXSA-N
HMDB0013609,D-Tryptophan,C11H12N2O2,204.0898776,N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O,QIVBCDIJIAJPQS-SECBINFHSA-N
HMDB0002917,D-Xylitol,C5H12O5,152.0684735,OC[C@H](O)[C@@H](O)[C@H](O)CO,HEBKCHPVOIAQTA-SCDXWVJYSA-N
HMDB0000098,D-Xylose,C5H10O5,150.0528234,O[C@@H]1COC(O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-IOVATXLUSA-N
HMDB0001644,D-Xylulose,C5H10O5,150.0528234,OC[C@@]1(O)OC[C@@H](O)[C@@H]1O,LQXVFWRQNMEDEE-MROZADKFSA-N
HMDB0059909,Eicosane,C20H42,282.3286513,CCCCCCCCCCCCCCCCCCCC,CBFCDTFDPHXCNY-UHFFFAOYSA-N
HMDB0012225,Enol-phenylpyruvate,C9H8O3,164.0473441,OC(=O)C(\O)=C\C1=CC=CC=C1,DEDGUGJNLNLJSR-VURMDHGXSA-N
HMDB0006101,Enterolactone,C18H18O4,298.1205091,OC1=CC=CC(C[C@@H]2COC(=O)[C@H]2CC2=CC(O)=CC=C2)=C1,HVDGDHBAMCBBLR-PBHICJAKSA-N
HMDB0000365,Epiandrosterone,C19H30O2,290.2245802,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](O)CC[C@]12C,QGXBDMJGAMFCBF-QRIARFFBSA-N
HMDB0062657,Epiandrosterone_sulfate,C19H30O5S,370.1813951,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](CC[C@]12C)OS(O)(=O)=O,ZMITXKRGXGRMKS-LUJOEAJASA-N
HMDB0001871,Epicatechin,C15H14O6,290.0790382,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,PFTAWBLQPZVEMU-UKRRQHHQSA-N
HMDB0003869,epsilon-(gamma-Glutamyl)lysine,C11H21N3O5,275.1481208,N[C@@H](CCCCNC(=O)CC[C@H](N)C(O)=O)C(O)=O,JPKNLFVGUZRHOB-YUMQZZPRSA-N
HMDB0006225,Ercalcitriol,C28H44O3,428.3290453,C[C@H](\C=C\[C@H](C)C(O)(C)C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,ZGLHBRQAEXKACO-XJRQOBMKSA-N
HMDB0002994,Erythritol,C4H10O4,122.0579088,OC[C@H](O)[C@H](O)CO,UNXHWFMMPAWVPI-ZXZARUISSA-N
HMDB0000613,Erythronic_acid,C4H8O5,136.0371734,OC[C@@H](O)[C@@H](O)C(O)=O,JPIJQSOTBSSVTP-PWNYCUMCSA-N
HMDB0002649,Erythrose,C4H8O4,120.0422587,[H][C@@]1(O)COC([H])(O)[C@]1([H])O,FMAORJIQYMIRHF-HERZVMAMSA-N
HMDB0005028,Escitalopram,C20H21FN2O,324.1637915,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,WSEQXVZVJXJVFP-FQEVSTJZSA-N
HMDB0000108,Ethanol,C2H6O,46.04186481,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
HMDB0000149,Ethanolamine,C2H7NO,61.05276384,NCCO,HZAXFHJVJLSVMW-UHFFFAOYSA-N
HMDB0031209,Ethenyl_acetate,C4H6O2,86.03677943,CC(=O)OC=C,XTXRWKRVRITETP-UHFFFAOYSA-N
HMDB0000622,Ethylmalonic_acid,C5H8O4,132.0422587,CCC(C(O)=O)C(O)=O,UKFXDFUAPNAMPJ-UHFFFAOYSA-N
HMDB0002176,Ethylmethylacetic_acid,C5H10O2,102.0680796,CCC(C)C(O)=O,WLAMNBDJUVNPJU-UHFFFAOYSA-N
HMDB0252080,Ethylmethylhydroxypyridine_succinate,C12H13NO5,251.0793725,CCCc1c(O)ncc2c1OC(=O)CCC(=O)O2,OJMOGMOGAUXACC-UHFFFAOYSA-N
HMDB0001248,FAD,C27H33N9O15P2,785.1571346,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,VWWQXMAJTJZDQX-UYBVJOGSSA-N
HMDB0000954,Ferulic_acid,C10H10O4,194.0579088,COC1=C(O)C=CC(\C=C\C(O)=O)=C1,KSEBMYQBYZTDHS-HWKANZROSA-N
HMDB0001520,Flavin_mononucleotide,C17H21N4O9P,456.1046149,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2,FVTCRASFADXXNN-SCRDCRAPSA-N
