HMDB_ID,compound_name,Molecular_Formula,MonoisotopicMass,smiles,inchikey
HMDB0002504,3-Sulfodeoxycholic_acid,C23H38O7S,458.2338246,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)C1[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](CC[C@]12C)OS(O)(=O)=O,WSBVSABEAXNERB-JNLBVXOESA-N
HMDB0004083,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic_acid",C10H9NO5,223.0480724,NC1=C(C=CC=C1O)C(=O)CC(=O)C(O)=O,YCJNYHCCOXVYAF-UHFFFAOYSA-N
HMDB0000978,"4-(2-Aminophenyl)-2,4-dioxobutanoic_acid",C10H9NO4,207.0531578,NC1=C(C=CC=C1)C(=O)CC(=O)C(O)=O,CAOVWYZQMPNAFJ-UHFFFAOYSA-N
HMDB0000528,"4,5-Dihydroorotic_acid",C5H6N2O4,158.0327567,OC(=O)C1CC(=O)NC(=O)N1,UFIVEPVSAGBUSI-UHFFFAOYSA-N
HMDB0004077,"4,6-Dihydroxyquinoline",C9H7NO2,161.0476785,OC1=CC2=C(O)C=CN=C2C=C1,XFALURCRIGINGT-UHFFFAOYSA-N
HMDB0003681,4-Acetamidobutanoic_acid,C6H11NO3,145.0738932,CC(=O)NCCCC(O)=O,UZTFMUBKZQVKLK-UHFFFAOYSA-N
HMDB0001867,4-Aminohippuric_acid,C9H10N2O3,194.0691422,NC1=CC=C(C=C1)C(=O)NCC(O)=O,HSMNQINEKMPTIC-UHFFFAOYSA-N
HMDB0240313,"4-Androsten-3beta,17beta-diol_disulfate",C19H30O8S2,450.1382099,[H][C@@]12CC[C@H](OS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C[C@H](CC[C@]12C)OS(O)(=O)=O,UWPTUYJASNIIJM-LOVVWNRFSA-N
HMDB0003464,4-Guanidinobutanoic_acid,C5H11N3O2,145.0851266,NC(=N)NCCCC(O)=O,TUHVEAJXIMEOSA-UHFFFAOYSA-N
HMDB0004814,4-Heptanone,C7H14O,114.1044651,CCCC(=O)CCC,HCFAJYNVAYBARA-UHFFFAOYSA-N
HMDB0035239,4-Hexen-3-one,C6H10O,98.07316494,CCC(=O)\C=C\C,FEWIGMWODIRUJM-HWKANZROSA-N
HMDB0011718,4-Hydroxybenzaldehyde,C7H6O2,122.0367794,OC1=CC=C(C=O)C=C1,RGHHSNMVTDWUBI-UHFFFAOYSA-N
HMDB0000500,4-Hydroxybenzoic_acid,C7H6O3,138.0316941,OC(=O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N
HMDB0011724,4-Hydroxybenzyl_alcohol,C7H8O2,124.0524295,OCC1=CC=C(O)C=C1,BVJSUAQZOZWCKN-UHFFFAOYSA-N
HMDB0000710,4-Hydroxybutyric_acid,C4H8O3,104.0473441,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N
HMDB0002035,4-Hydroxycinnamic_acid,C9H8O3,164.0473441,OC(=O)\C=C\C1=CC=C(O)C=C1,NGSWKAQJJWESNS-ZZXKWVIFSA-N
HMDB0001988,4-Hydroxycyclohexylcarboxylic_acid,C7H12O3,144.0786442,OC1CCC(CC1)C(O)=O,HCFRWBBJISAZNK-UHFFFAOYSA-N
HMDB0013678,4-Hydroxyhippuric_acid,C9H9NO4,195.0531578,OC(=O)CNC(=O)C1=CC=C(O)C=C1,ZMHLUFWWWPBTIU-UHFFFAOYSA-N
HMDB0002273,4-Hydroxy-L-glutamic_acid,C5H9NO5,163.0480724,N[C@@H](C[C@@H](O)C(O)=O)C(O)=O,HBDWQSHEVMSFGY-STHAYSLISA-N
HMDB0000707,4-Hydroxyphenylpyruvic_acid,C9H8O4,180.0422587,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N
HMDB0000725,4-Hydroxyproline,C5H9NO3,131.0582431,O[C@H]1CN[C@@H](C1)C(O)=O,PMMYEEVYMWASQN-DMTCNVIQSA-N
HMDB0039721,4-O-alpha-D-Galactopyranuronosyl-D-galacturonic_acid,C12H18O13,370.0747406,OC1OC(C(OC2OC(C(O)C(O)C2O)C(O)=O)C(O)C1O)C(O)=O,IGSYEZFZPOZFNC-UHFFFAOYSA-N
HMDB0012329_,4-Oxoretinol,C20H28O2,300.2089,CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,PLIUCYCUYQIBDZ-RMWYGNQTSA-N
HMDB0000017,4-Pyridoxic_acid,C8H9NO4,183.0531578,CC1=NC=C(CO)C(C(O)=O)=C1O,HXACOUQIXZGNBF-UHFFFAOYSA-N
HMDB0001161,4-Trimethylammoniobutanoic_acid,C7H15NO2,145.1102787,C[N+](C)(C)CCCC([O-])=O,JHPNVNIEXXLNTR-UHFFFAOYSA-N
HMDB0032985,5-(2-Hydroxyethyl)-4-methylthiazole,C6H9NOS,143.0404849,CC1=C(CCO)SC=N1,BKAWJIRCKVUVED-UHFFFAOYSA-N
HMDB0029185,"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone",C11H12O4,208.0735589,OC1=C(O)C=C(C[C@H]2CCC(=O)O2)C=C1,ZNXXWTPQHVLMQT-MRVPVSSYSA-N
C00445,"5,10-Methenyltetrahydrofolate",C20H22N7O6,456.1632,C1C2CN(C=[N+]2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O,MEANFMOQMXYMCT-ABLWVSNPSA-O
HMDB0001533_,"5,10-Methylenetetrahydrofolate",C20H23N7O6,457.171,C1[C@@H]2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,QYNUQALWYRSVHF-PZORYLMUSA-N
HMDB0004400,5-Acetylamino-6-amino-3-methyluracil,C7H10N4O3,198.0752902,CN1C(=O)NC(N)=C(NC(C)=O)C1=O,POQOTWQIYYNXAT-UHFFFAOYSA-N
HMDB0011105,5-Acetylamino-6-formylamino-3-methyluracil,C8H10N4O4,226.0702048,CN1C(=O)NC(NC=O)=C(NC(C)=O)C1=O,RDZNZFGKEVDNPK-UHFFFAOYSA-N
HMDB0000520,"5a-Cholestane-3a,7a,12a,25-tetrol",C27H48O4,436.35526,[H][C@@]12CCC([C@H](C)CCCC(C)(C)O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@@]2([H])C[C@H](O)CC[C@]12C,NTIXPPFPXLYJCT-SUGKMTRFSA-N
HMDB0094682,"5alpha-Androstan-3alpha,17beta-diol_disulfate",C19H32O8S2,452.15386,[H][C@@]12CC[C@H](OS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)OS(O)(=O)=O,JHFAETDERBWUOO-KHOSGYARSA-N
HMDB0094650,"5alpha-Pregnan-3beta,20alpha-diol_disulfate",C21H36O8S2,480.1851601,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OS(O)(=O)=O)[C@H](C)OS(O)(=O)=O,LSQGWMYMIHQKSA-ZVPCKFNKSA-N
HMDB0003355,5-Aminopentanoic_acid,C5H11NO2,117.0789786,NCCCCC(O)=O,JJMDCOVWQOJGCB-UHFFFAOYSA-N
HMDB0003818,5-Androstenediol,C19H30O2,290.2245802,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,QADHLRWLCPCEKT-LOVVWNRFSA-N
HMDB0000483,"5b-Cholestane-3a,7a,12a,23S,25-pentol",C27H48O5,452.3501746,[H]C1CC([C@@H](C)C[C@H](O)CC(C)(C)O)[C@]2(C)C1[C@]1([H])[C@H](O)C[C@]3([H])C[C@H](O)CC[C@]3(C)[C@@]1([H])C[C@@H]2O,OXSBBBPDYVCAKC-CTSLUMRNSA-N
C00664,5-Formiminotetrahydrofolate,C20H24N8O6,472.1819,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,YCWUVLPMLLBDCU-STQMWFEESA-N
No_result,5-Formyltetrahydrofolate,C20H23N7O7,473.1659,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,VVIAGPKUTFNRDU-STQMWFEESA-N
HMDB0000525,5-Hydroxyhexanoic_acid,C6H12O3,132.0786442,CC(O)CCCC(O)=O,YDCRNMJQROAWFT-UHFFFAOYSA-N
HMDB0059805,5-Hydroxyindole,C8H7NO,133.0527638,OC1=CC=C2NC=CC2=C1,LMIQERWZRIFWNZ-UHFFFAOYSA-N
HMDB0004073,5-Hydroxyindoleacetaldehyde,C10H9NO2,175.0633285,OC1=CC2=C(NC=C2CC=O)C=C1,OBFAPCIUSYHFIE-UHFFFAOYSA-N
HMDB0000763,5-Hydroxyindoleacetic_acid,C10H9NO3,191.0582431,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N
HMDB0012819,5-Hydroxykynurenine,C10H12N2O4,224.0797069,NC(CC(=O)C1=C(N)C=CC(O)=C1)C(O)=O,OTDQYOVYQQZAJL-UHFFFAOYSA-N
HMDB0000472,5-Hydroxy-L-tryptophan,C11H12N2O3,220.0847922,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,LDCYZAJDBXYCGN-VIFPVBQESA-N
HMDB0000450,5-Hydroxylysine,C6H14N2O3,162.1004423,NC[C@H](O)CC[C@H](N)C(O)=O,YSMODUONRAFBET-UHNVWZDZSA-N
HMDB0061927,5-Hydroxypentanoic_acid,C5H10O3,118.0629942,OCCCCC(O)=O,PHOJOSOUIAQEDH-UHFFFAOYSA-N
HMDB0011731,5-Keto-D-gluconate,C6H10O7,194.0426527,OCC(=O)C(O)C(O)C(O)C(O)=O,IZSRJDGCGRAUAR-UHFFFAOYSA-N
HMDB0004096,5-Methoxyindoleacetate,C11H11NO3,205.0738932,COC1=CC2=C(NC=C2CC(O)=O)C=C1,COCNDHOPIHDTHK-UHFFFAOYSA-N
HMDB0000982,5-Methylcytidine,C10H15N3O5,257.1011706,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N=C1N,ZAYHVCMSTBRABG-JXOAFFINSA-N
C00440,5-Methyltetrahydrofolate,C20H25N7O6,459.1866,CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,ZNOVTXRBGFNYRX-STQMWFEESA-N
HMDB0001173,5'-Methylthioadenosine,C11H15N5O3S,297.0895603,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,WUUGFSXJNOTRMR-IOSLPCCCSA-N
HMDB0001227,5-Thymidylic_acid,C10H15N2O8P,322.0566021,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,GYOZYWVXFNDGLU-XLPZGREQSA-N
HMDB0002658,6-Hydroxynicotinic_acid,C6H5NO3,139.026943,OC(=O)C1=CN=C(O)C=C1,BLHCMGRVFXRYRN-UHFFFAOYSA-N
HMDB0061705,6-Oxopiperidine-2-carboxylic_acid,C6H9NO3,143.0582431,OC(=O)C1CCCC(O)=N1,FZXCPFJMYOQZCA-UHFFFAOYSA-N
HMDB0001056,"7,8-Dihydrofolate",C19H21N7O6,443.1553,C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,OZRNSSUDZOLUSN-LBPRGKRZSA-N
HMDB0000486,7-Hydroxyoctanoic_acid,C8H16O3,160.1099444,CC(O)CCCCCC(O)=O,OFCMTSZRXXFMBQ-UHFFFAOYSA-N
HMDB0000391,7-Ketodeoxycholic_acid,C24H38O5,406.2719243,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,RHCPKKNRWFXMAT-RRWYKFPJSA-N
HMDB0000897,7-Methylguanine,C6H7N5O,165.0650598,CN1C=NC2=C1C(=O)N=C(N)N2,FZWGECJQACGGTI-UHFFFAOYSA-N
HMDB0011107,7-Methyluric_acid,C6H6N4O3,182.0439901,CN1C(=O)NC2=C1C(=O)NC(=O)N2,YHNNPKUFPWLTOP-UHFFFAOYSA-N
HMDB0001991,7-Methylxanthine,C6H6N4O2,166.0490754,CN1C=NC2=C1C(=O)NC(=O)N2,PFWLFWPASULGAN-UHFFFAOYSA-N
HMDB0013639,8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic_acid,C9H19NO2S2,237.0857208,NCSCCC(S)CCCCC(O)=O,YNZQCBXDUUGFIX-UHFFFAOYSA-N
HMDB0002032,8-Hydroxyguanine,C5H5N5O2,167.0443244,NC1=NC2=C(NC(=O)N2)C(=O)N1,CLGFIVUFZRGQRP-UHFFFAOYSA-N
HMDB0061914,8-Hydroxyoctanoate,C8H16O3,160.1099444,OCCCCCCCC(O)=O,KDMSVYIHKLZKET-UHFFFAOYSA-N
HMDB0006218_,9-cis-Retinal,C20H28O,284.214,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C=O)\C)/C,NCYCYZXNIZJOKI-MKOSUFFBSA-N
HMDB0002369_,9-cis-Retinoic_acid,C20H28O2,300.2089,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,SHGAZHPCJJPHSC-ZVCIMWCZSA-N
HMDB0006217,9-cis-Retinol,C20H30O,286.2297,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\CO)\C)/C,FPIPGXGPPPQFEQ-MKOSUFFBSA-N
HMDB0001859,Acetaminophen,C8H9NO2,151.0633285,CC(=O)NC1=CC=C(O)C=C1,RZVAJINKPMORJF-UHFFFAOYSA-N
HMDB0010316,Acetaminophen_glucuronide,C14H17NO8,327.0954165,CC(=O)NC1=CC=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C1,IPROLSVTVHAQLE-BYNIDDHOSA-N
HMDB0000042,Acetic_Acid,C2H4O2,60.02112937,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N
HMDB0031646,Acetic_anhydride,C4H6O3,102.0316941,CC(=O)OC(C)=O,WFDIJRYMOXRFFG-UHFFFAOYSA-N
HMDB0000060,Acetoacetic_acid,C4H6O3,102.0316941,CC(=O)CC(O)=O,WDJHALXBUFZDSR-UHFFFAOYSA-N
HMDB0001206,Acetyl-CoA,C23H38N7O17P3S,809.1257731,CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,ZSLZBFCDCINBPY-ZSJPKINUSA-N
HMDB0001890,Acetylcysteine,C5H9NO3S,163.0303141,CC(=O)N[C@@H](CS)C(O)=O,PWKSKIMOESPYIA-BYPYZUCNSA-N
HMDB0000532,Acetylglycine,C4H7NO3,117.0425931,CC(=O)NCC(O)=O,OKJIRPAQVSHGFK-UHFFFAOYSA-N
HMDB0029423,Acetylhomoserine,C6H11NO4,161.0688078,CC(=O)OCCC(N)C(O)=O,FCXZBWSIAGGPCB-UHFFFAOYSA-N
HMDB0004259,Acetyl-N-formyl-5-methoxykynurenamine,C13H16N2O4,264.111007,COC1=CC(C(=O)CCNC(C)=O)=C(NC=O)C=C1,JYWNYMJKURVPFH-UHFFFAOYSA-N
HMDB0000034,Adenine,C5H5N5,135.0544952,NC1=C2NC=NC2=NC=N1,GFFGJBXGBJISGV-UHFFFAOYSA-N
HMDB0000050,Adenosine,C10H13N5O4,267.0967539,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,OIRDTQYFTABQOQ-KQYNXXCUSA-N
HMDB0011616,"Adenosine_2',3'-cyclic_phosphate",C10H12N5O6P,329.0525197,NC1=NC=NC2=C1N=CN2C1OC(CO)C2OP(O)(=O)OC12,KMYWVDDIPVNLME-UHFFFAOYSA-N
HMDB0000045,Adenosine_monophosphate,C10H14N5O7P,347.0630844,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,UDMBCSSLTHHNCD-KQYNXXCUSA-N
HMDB0000448,Adipic_acid,C6H10O4,146.0579088,OC(=O)CCCCC(O)=O,WNLRTRBMVRJNCN-UHFFFAOYSA-N
HMDB0001432,Agmatine,C5H14N4,130.1218464,NCCCCNC(N)=N,QYPPJABKJHAVHS-UHFFFAOYSA-N
HMDB0028680,Alanylalanine,C6H12N2O3,160.0847922,C[C@H](N)C(=O)N[C@@H](C)C(O)=O,DEFJQIDDEAULHB-IMJSIDKUSA-N
HMDB0028686,Alanylglutamic_acid,C8H14N2O5,218.0902715,C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O,VYZAGTDAHUIRQA-WHFBIAKZSA-N
HMDB0006899,Alanylglycine,C5H10N2O3,146.0691422,C[C@H](N)C(=O)NCC(O)=O,CXISPYVYMQWFLE-VKHMYHEASA-N
HMDB0028689,Alanylhistidine,C9H14N4O3,226.1065903,C[C@H](N)C(=O)N[C@@H](CC1=CNC=N1)C(O)=O,XZWXFWBHYRFLEF-FSPLSTOPSA-N
HMDB0028690,Alanylisoleucine,C9H18N2O3,202.1317424,CC[C@H](C)[C@H](NC(=O)[C@H](C)N)C(O)=O,ZSOICJZJSRWNHX-ACZMJKKPSA-N
HMDB0028691,Alanylleucine,C9H18N2O3,202.1317424,CC(C)C[C@H](NC(=O)[C@H](C)N)C(O)=O,RDIKFPRVLJLMER-BQBZGAKWSA-N
HMDB0028694,Alanylphenylalanine,C12H16N2O3,236.1160924,C[C@H](N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,OMNVYXHOSHNURL-WPRPVWTQSA-N
HMDB0028695,Alanylproline,C8H14N2O3,186.1004423,C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O,WPWUFUBLGADILS-WDSKDSINSA-N
HMDB0028697,Alanylthreonine,C7H14N2O4,190.0953569,C[C@@H](O)[C@H](NC(=O)[C@H](C)N)C(O)=O,BUQICHWNXBIBOG-LMVFSUKVSA-N
HMDB0013209,Alanyltryptophan,C14H17N3O3,275.1269914,C[C@H](N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,WUGMRIBZSVSJNP-UFBFGSQYSA-N
HMDB0028699,Alanyltyrosine,C12H16N2O4,252.111007,C[C@H](N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,ALZVPLKYDKJKQU-XVKPBYJWSA-N
HMDB0028700,Alanylvaline,C8H16N2O3,188.1160924,CC(C)[C@H](NC(=O)[C@H](C)N)C(O)=O,LIWMQSWFLXEGMA-WDSKDSINSA-N
HMDB0000462,Allantoin,C4H6N4O3,158.0439901,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N
HMDB0011618_,"all-trans-13,14-Dihydroretinol",C20H32O,288.2453,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(C)CCO)/C,OVBOQVAIYMSUDT-HRYGCDPOSA-N
HMDB0012452_,all-trans-18-Hydroxyretinoic_acid,C20H28O3,316.2038,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(CCCC1(C)C)CO,XSJOIRFEYHJNAW-FCKHSPHMSA-N
HMDB0006254,all-trans-4-Hydroxyretinoic_acid,C20H28O3,316.2038,CC1=C(C(CCC1O)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,KGUMXGDKXYTTEY-FRCNGJHJSA-N
HMDB0006285_,all-trans-4-Oxoretinoic_acid,C20H26O3,314.1882,CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,GGCUJPCCTQNTJF-FRCNGJHJSA-N
HMDB0012451_,"all-trans-5,6-Epoxyretinoic_acid",C20H28O3,316.2038,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C12C(CCCC1(O2)C)(C)C,KEEHJLBAOLGBJZ-WEDZBJJJSA-N
HMDB0001852_,all-trans-Retinoate,C20H28O2,300.2089,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,SHGAZHPCJJPHSC-YCNIQYBTSA-N
HMDB0003141,all-trans-Retinoyl-beta-glucuronide;Retinoyl_glucuronide,C26H36O8,476.241,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)/C)/C,MTGFYEHKPMOVNE-NEFMKCFNSA-N
HMDB0003345,alpha-D-Glucose,C6H12O6,180.0633881,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,WQZGKKKJIJFFOK-DVKNGEFBSA-N
HMDB0004670,alpha-Dimorphecolic_acid,C18H32O3,296.2351449,CCCCC\C=C/C=C/[C@@H](O)CCCCCCCC(O)=O,NPDSHTNEKLQQIJ-UINYOVNOSA-N
HMDB0000729,alpha-Hydroxyisobutyric_acid,C4H8O3,104.0473441,CC(C)(O)C(O)=O,BWLBGMIXKSTLSX-UHFFFAOYSA-N
HMDB0000019,alpha-Ketoisovaleric_acid,C5H8O3,116.0473441,CC(C)C(=O)C(O)=O,QHKABHOOEWYVLI-UHFFFAOYSA-N
HMDB0000186,Alpha-Lactose,C12H22O11,342.1162115,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,GUBGYTABKSRVRQ-XLOQQCSPSA-N
HMDB0029223,alpha-Methylphenylalanine,C10H13NO2,179.0946287,CC(N)(CC1=CC=CC=C1)C(O)=O,HYOWVAAEQCNGLE-UHFFFAOYSA-N
HMDB0000510,Aminoadipic_acid,C6H11NO4,161.0688078,N[C@@H](CCCC(O)=O)C(O)=O,OYIFNHCXNCRBQI-BYPYZUCNSA-N
HMDB0001901,Aminocaproic_acid,C6H13NO2,131.0946287,NCCCCCC(O)=O,SLXKOJJOQWFEFD-UHFFFAOYSA-N
HMDB0001147,Aminomalonic_acid,C3H5NO4,119.0218576,NC(C(O)=O)C(O)=O,JINBYESILADKFW-UHFFFAOYSA-N
HMDB0014839,Amprenavir,C25H35N3O6S,505.2246568,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,YMARZQAQMVYCKC-OEMFJLHTSA-N
HMDB0002759,Androsterone_sulfate,C19H30O5S,370.1813951,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)OS(O)(=O)=O,ZMITXKRGXGRMKS-HLUDHZFRSA-N
HMDB0000194,Anserine,C10H16N4O3,240.1222404,CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O,MYYIAHXIVFADCU-QMMMGPOBSA-N
HMDB0000539,Arabinonic_acid,C5H10O6,166.047738,OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O,QXKAIJAYHKCRRA-JJYYJPOSSA-N
HMDB0003148,Argininic_acid,C6H13N3O3,175.0956913,NC(=N)NCCC[C@H](O)C(O)=O,BMFMQGXDDJALKQ-BYPYZUCNSA-N
HMDB0000052,Argininosuccinic_acid,C10H18N4O6,290.1226343,N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O,KDZOASGQNOPSCU-WDSKDSINSA-N
HMDB0028712,Arginylisoleucine,C12H25N5O3,287.1957397,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,QYLJIYOGHRGUIH-CIUDSAMLSA-N
HMDB0028713,Arginylleucine,C12H25N5O3,287.1957397,CC(C)C[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,WYBVBIHNJWOLCJ-IUCAKERBSA-N
HMDB0028715,Arginylmethionine,C11H23N5O3S,305.1521606,CSCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,ROWCTNFEMKOIFQ-YUMQZZPRSA-N
HMDB0028716,Arginylphenylalanine,C15H23N5O3,321.1800896,N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,PQBHGSGQZSOLIR-RYUDHWBXSA-N
HMDB0028717,Arginylproline,C11H21N5O3,271.1644395,N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(O)=O,LQJAALCCPOTJGB-YUMQZZPRSA-N
HMDB0028721,Arginyltyrosine,C15H23N5O4,337.1750042,N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,XTWSWDJMIKUJDQ-RYUDHWBXSA-N
HMDB0028722,Arginylvaline,C11H23N5O3,273.1800896,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,DAQIJMOLTMGJLO-YUMQZZPRSA-N
HMDB0028732,Asparaginylhydroxyproline,C9H15N3O5,245.1011706,N[C@@H](CC(N)=O)C(=O)N1C[C@H](O)C[C@H]1C(O)=O,LMVFAFXAMGAFOO-SRQIZXRXSA-N
HMDB0028734,Asparaginylisoleucine,C10H19N3O4,245.1375561,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(N)=O)C(O)=O,MQLZLIYPFDIDMZ-HAFWLYHUSA-N
HMDB0028735,Asparaginyl-Leucine,C10H19N3O4,245.1375561,CC(C)CC(NC(=O)C(N)CC(N)=O)C(O)=O,HXWUJJADFMXNKA-UHFFFAOYSA-N
HMDB0028744,Asparaginyl-Valine,C9H17N3O4,231.121906,CC(C)C(NC(=O)C(N)CC(N)=O)C(O)=O,KWBQPGIYEZKDEG-UHFFFAOYSA-N
HMDB0000489,Aspartylglycosamine,C12H21N3O8,335.1328646,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H](N)C(O)=O,YTTRPBWEMMPYSW-HRRFRDKFSA-N
HMDB0028757,Aspartyl-Leucine,C10H18N2O5,246.1215717,CC(C)CC(NC(=O)C(N)CC(O)=O)C(O)=O,ZVDPYSVOZFINEE-UHFFFAOYSA-N
HMDB0004987,Aspartyllysine,C10H19N3O5,261.1324707,NCCCC[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,OAMLVOVXNKILLQ-BQBZGAKWSA-N
HMDB0000706,Aspartylphenylalanine,C13H16N2O5,280.1059216,N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,YZQCXOFQZKCETR-UWVGGRQHSA-N
HMDB0028764,Aspartyl-Tryptophan,C15H17N3O5,319.1168206,NC(CC(O)=O)C(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O,ZARXTZFGQZBYFO-UHFFFAOYSA-N
HMDB0001539,Asymmetric_dimethylarginine,C8H18N4O2,202.1429758,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,YDGMGEXADBMOMJ-LURJTMIESA-N
